EFAEC_00535	1475	1650	1711	383	548	453
EFAEC_00536	5124	5631	4933	931	1049	962
EFAEC_00537	704	764	714	271	331	336
EFAEC_00538	966	872	815	289	305	311
EFAEC_00539	10545	11432	10557	1419	2059	1935
EFAEC_00540	1389	1345	1260	1657	1853	1653
EFAEC_00541	373	406	362	903	1090	920
EFAEC_00542	668	598	569	368	491	441
EFAEC_00543	334	320	292	149	183	166
EFAEC_00544	186	157	174	93	104	86
EFAEC_00545	81	67	73	34	34	42
EFAEC_00546	3252	3158	2819	2053	2363	2267
EFAEC_00547	814	820	774	621	758	653
EFAEC_00548	1370	1446	1247	758	881	815
EFAEC_00549	2500	2565	2163	2582	3008	2826
EFAEC_00550	2068	1867	1717	1868	2226	2006
EFAEC_00551	4558	4620	4215	3766	4147	3790
EFAEC_00552	26255	22669	21020	16456	19322	16941
EFAEC_00553	7035	6900	6081	4172	4700	4236
EFAEC_00554	1349	1374	1149	883	1118	1012
EFAEC_00555	3565	3473	3204	1741	1927	1899
EFAEC_00556	26208	26797	24669	7406	8579	7685
EFAEC_00557	1593	1410	1218	701	811	767
EFAEC_00558	502	473	499	338	404	322
EFAEC_00559	11759	10931	9591	4402	4996	4096
EFAEC_00560	13939	13466	12181	5031	5490	4882
EFAEC_00561	5625	5778	4837	1531	1701	1561
EFAEC_00562	8817	9561	8153	1975	2305	2098
EFAEC_00563	555	455	448	499	589	542
EFAEC_00564	3226	2684	2640	2331	3058	2512
EFAEC_00565	20	13	13	11	27	22
EFAEC_00566	12	10	8	9	9	8
EFAEC_00567	11	3	11	3	3	1
EFAEC_00568	37	38	36	21	20	29
EFAEC_00569	40	50	43	39	36	44
EFAEC_00570	86	78	74	34	35	28
EFAEC_00571	1326	1282	1060	51525	61462	69327
EFAEC_00572	376	213	217	63975	73372	81699
EFAEC_00573	322	191	162	56040	61935	68670
EFAEC_00574	83	48	56	13646	14209	15791
EFAEC_00575	206	127	119	38604	45436	48194
EFAEC_00576	181	109	81	42214	48166	51386
EFAEC_00577	404	192	158	95687	108704	110320
EFAEC_00578	103	35	40	27305	30442	30723
EFAEC_00579	18	12	6	6488	7085	6952
EFAEC_00580	126	64	50	32470	37874	35968
EFAEC_00581	263	305	279	1729	2178	2012
EFAEC_00582	4305	4618	3872	45527	56109	48481
EFAEC_00583	1743	1736	1682	15927	18139	16442
EFAEC_00584	140	126	128	5250	6775	5338
EFAEC_00585	6113	6814	6102	11108	14227	12064
EFAEC_00586	3240	3106	3014	7278	8368	7641
EFAEC_00587	69	70	45	65	68	60
EFAEC_00588	6	20	18	13	18	20
EFAEC_00589	25	25	21	26	18	23
EFAEC_00590	14	19	21	13	20	24
EFAEC_00591	24	32	30	21	18	20
EFAEC_00592	2161	2087	1916	3682	3854	3643
EFAEC_00593	2344	2097	1951	3224	3462	3182
EFAEC_00594	4356	3967	3629	5726	6301	5860
EFAEC_00595	1178	961	1000	1643	1548	1465
EFAEC_00596	1539	1532	1430	1436	1623	1461
EFAEC_00597	367	396	374	754	877	754
